time,RLQRD_state_norm,LQR_state_norm,RLQR_state_norm,Hinf_state_norm,AEM_state_norm,RLQRD_input_norm,LQR_input_norm,RLQR_input_norm,Hinf_input_norm,AEM_input_norm,disturbance_norm
0.86,0.0052939237755412595,0.0032882744274212645,0.0032744719281331955,0.0032988347108098047,0.00013729114625646774,9.030292680203983,0.0021746368200416845,0.0102093550581731,5.196217735965284e-06,6.844374968954917,0.00014099007891295122
0.87,0.005322541592110103,0.0034281815007950484,0.00341324691168113,0.0034395782063366066,0.00014137693727739537,9.116009980955363,0.0022554139540001818,0.010623985021013194,5.410143856023013e-06,7.048058665272302,0.0001451246268962104
0.88,0.005348431278083842,0.0035721597107647414,0.00355601817072779,0.003584447607377385,0.00014552308645484304,9.201587095224411,0.0023379292010890134,0.011049707497628573,5.630128079439662e-06,7.254751230488932,0.00014931881426913114
0.89,0.005371527764498173,0.003720265643436988,0.0037028385129776967,0.0037335023297786216,0.00014972904785588844,9.287023690742286,0.0024221812017967983,0.011486641554189792,5.856254511247594e-06,7.464425448413548,0.0001535720675530425
0.9,0.005391766797556555,0.003872555202320511,0.003853759934036988,0.0038868012126079743,0.00015399424645798422,9.372319449983422,0.0025081675483889895,0.011934903650337263,6.0886064065089476e-06,7.677052652725932,0.00015788378444219438
0.91,0.005409084980862906,0.004029083577238072,0.004008833584344731,0.004044402489351054,0.00015831807832825906,9.457474069633413,0.0025958847780083627,0.012394607573316932,6.327266129209608e-06,7.892602735915416,0.000162253333993015
0.92,0.005423419818076657,0.0041899052134315405,0.0041681097363429785,0.00420636375929905,0.00016269991081328488,9.542487260092605,0.002685328366374398,0.012865864372992163,6.57231511142974e-06,8.111044158741144,0.0001666800568237323
0.93,0.005434709756061251,0.004355073780871806,0.004331637751899516,0.004372741959137554,0.00016713908273923768,9.627358745012963,0.002776492722081686,0.013348782297744733,6.823833812805885e-06,8.332343960210462,0.0001711632653242904
0.9400000000000001,0.005442894228609788,0.004524642143785241,0.00449946604999716,0.004543593334746866,0.00017163490462238342,9.712088260865913,0.0028693711814973036,0.01384346673127804,7.08190168029954e-06,8.556467768071993,0.00017570224387648419
0.9500000000000001,0.005447913700846055,0.004698662330408341,0.0046716420747033895,0.004718973413223983,0.00017618665888981068,9.796675556539059,0.0029639560042568833,0.01435002013033566,7.346597108286937e-06,8.783379809819566,0.00018029624908423513
0.96,0.005449709714416401,0.004877185502982086,0.004848212263433982,0.004898936975136401,0.00018079360011033512,9.88112039295979,0.0030602383693589044,0.014868541963348575,7.617997398984724e-06,9.013042924203173,0.00018494451001392615
0.97,0.0054482249336079746,0.005060261927997513,0.005029222015524237,0.005083538027017751,0.00018545495523549066,9.965422542743994,0.0031582083718565282,0.015399128650024347,7.896178723225979e-06,9.24541857324278,0.00018964622844471187
0.98,0.005443403192552608,0.005247940946703901,0.00521471566112127,0.005272829774115276,0.00019016992385052602,10.049581789868151,0.003257855020146106,0.015941873501891773,8.181216081600988e-06,9.48046685474089,0.00019440057912871513
0.99,0.005435189543703511,0.005440270945890881,0.005404736430410738,0.005466864593398956,0.00019493767843531566,10.133597929363276,0.0033591662338512897,0.01649686666381443,8.473183265976967e-06,9.718146515289375,0.00019920671006102105
1.0,0.005423530307805205,0.0056372993289557066,0.005599326423191247,0.0056656940068421195,0.00019975736463509605,10.217470767029203,0.003462128842301449,0.01706419505648676,8.772152821410835e-06,9.958414963766065,0.00020406374275937236
1.01,0.005408373125616407,0.0058390724872668335,0.005798526578809585,0.005869368654983195,0.00020462810154093266,10.301200119167882,0.0035667285836029515,0.01764394231992628,9.07819600846899e-06,10.201228285316464,0.00020897077255347112
1.02,0.005389667011692571,0.006045635771834843,0.006002376646469772,0.006077938270778192,0.00020954898197981953,10.384785812334437,0.0036729501043016063,0.018236188757975606,9.391382765967846e-06,10.446541255815603,0.0002139268688837855
1.03,0.005367362410590967,0.0062570334653016665,0.006210915155928797,0.006291451653753411,0.00021451907281431275,10.46822768310475,0.0037807769596344353,0.01884101128382797,9.711781674148763e-06,10.694307356805213,0.0002189310756097586
1.04,0.005341411255928588,0.00647330875425895,0.00642417938859181,0.0065099566444677594,0.00021953741525159278,10.551525577858522,0.003890191614368672,0.01945848336659002,1.0039459918300918e-05,10.944478790900895,0.0002239824113273145
1.05,0.005311767032804428,0.006694503701906313,0.006642205349019335,0.0067335000992939514,0.00022460302516185042,10.634679352576768,0.004001175444225783,0.020088674978895625,1.0374483252845327e-05,11.1970064976641,0.00022907986969555107
1.06,0.005278384844195988,0.0069206592210601155,0.006865027736858978,0.006962127865527769,0.0002297148934058872,10.717688872652744,0.004113708737888026,0.020731652545584445,1.0716915965893274e-05,11.45184016993342,0.00023422241977250869
