time,RLQRD_state_norm,LQR_state_norm,RLQR_state_norm,Hinf_state_norm,AEM_state_norm,RLQRD_input_norm,LQR_input_norm,RLQR_input_norm,Hinf_input_norm,AEM_input_norm,disturbance_norm
0.87,0.005684474420373682,0.002457930634407357,0.0024617482307765894,0.002455455862323547,0.000135295072867993,9.116962585522378,0.001830609649719446,0.008085013371378935,3.75674399808466e-06,6.744865254966784,0.0001302356570653194
0.88,0.005712124604993636,0.0025878384056582243,0.0025913486667294818,0.0025855668109763907,0.00013979046592147289,9.202544504451835,0.001912363876499706,0.00848059898015961,3.954881819988716e-06,6.968968838952042,0.00013448247174466222
0.89,0.005736791652484143,0.0027219530666745687,0.0027251067465867192,0.002719917416862481,0.0001443548329603976,9.287985386514604,0.0019960397557750396,0.008887765238325847,4.159272467590805e-06,7.1965107855623485,0.00013879273029930914
0.9,0.005758406939790495,0.002860335362874507,0.002863079739645732,0.00285857083394488,0.00014898751793963202,9.373284902050457,0.0020816356534680822,0.009306638162874841,4.370004234866644e-06,7.427458389474456,0.0001431657898444329
0.91,0.00577690275956168,0.003003045294097129,0.003005324029660716,0.003001589578038187,0.0001536878316330799,9.458442735755813,0.0021691487879452916,0.009737340976880317,4.587164558986729e-06,7.661777291274682,0.00014760097687717871
0.92,0.005792212365705966,0.0031501420805335415,0.003151895078445937,0.003149035495269669,0.0001584550518521042,9.543458586193806,0.0022585752222823345,0.010179994036894579,4.81083996613452e-06,7.899431488347925,0.00015209758749147064
0.93,0.005804270019473515,0.0033016841290071344,0.0033028473898817027,0.0033009697308870297,0.00016328842367575836,9.628332165337582,0.0023499098573361793,0.010634714761850543,5.04111601910733e-06,8.140383346355428,0.0001566548876037203
0.9400000000000001,0.005813011036155355,0.003457728999595039,0.0034582344743172267,0.003457452698403238,0.00016818715969275417,9.713063198144532,0.002443146425599615,0.011101617563387999,5.278077266477215e-06,8.384593611297616,0.00016127211318936295
0.9500000000000001,0.005818371832503689,0.0036183333725862714,0.0036181088133681537,0.003618544049072354,0.0001731504402550872,9.797651422159316,0.0025382774858175986,0.011580813777543324,5.521807193132475e-06,8.632021422158035,0.00016594847053014324
0.96,0.005820289974996818,0.0037835530157748895,0.0037825218251093247,0.00378430264169312,0.00017817741374323527,9.882096587143774,0.0026352944183477807,0.012072411597754198,5.772388172054982e-06,8.882624324124219,0.0001706831364720693
0.97,0.00581870422909342,0.003953442752088758,0.00395152382966563,0.0039547865127393484,0.00018326719684284376,9.966398454731854,0.0027341874212500165,0.012576516009140979,6.029901417216358e-06,9.136358282381154,0.0001754752586939493
0.98,0.005813554609646288,0.004128056427556357,0.004125164015205601,0.004130052846817975,0.00018841887483280473,10.050556798107861,0.002834945507091638,0.013093228724034714,6.294426937498451e-06,9.393177696472705,0.0001803239559864214
0.99,0.0058047824326754515,0.004307446879615561,0.004303490404343882,0.004310157947457113,0.0001936315018846356,10.13457140170651,0.002937556500456856,0.013622648118728866,6.566043491561743e-06,9.653035415226354,0.0001852283185413849
1.0,0.005792330368736062,0.004491665905769493,0.004486549820959872,0.004495157208227651,0.00019890410137305661,10.21844206093324,0.003042007036149996,0.014164869171437423,6.844828543600102e-06,9.915882752236167,0.00019018740825173502
1.01,0.0057761424981584274,0.004680764232595567,0.004674387857440775,0.004685105084202897,0.00020423566619766397,10.302168581903501,0.0031482825580833327,0.014719983401447041,7.1308582199324435e-06,10.181669501898854,0.00019520025902130232
1.02,0.005756164368487772,0.0048747914851145525,0.0048670488423580875,0.0048800550637615485,0.00020962515911559224,10.385750781199693,0.0032563673188411167,0.015288078809454918,7.424207266391713e-06,10.45034395599769,0.00020026587708489295
1.03,0.00573234305451126,0.005073796156527207,0.005064575808587084,0.005080059640739901,0.0002150715130850533,10.4691884856446,0.003366244379912164,0.015869239819087423,7.724949006479838e-06,10.721852920828592,0.00020538324133832217
